cid,Source,pid,utid,uid,Type,ApplicationDate,StartDate,EndDate,LeaseTerm,SignedDate,MoveInDate,MoveOutDate,lid
856,Source1,4444,111,11139,Renewal,2017-12-01,2017-12-01,2019-12-01,24,2017-12-01,2017-12-01,2019-12-01,2030
856,Source1,4444,111,11139,Renewal,2019-12-01,2019-12-01,2021-12-01,24,2019-12-01,2019-12-01,,2031
856,Source1,4444,111,11139,Renewal,2021-12-01,2021-12-01,2022-06-01,6,2021-12-01,,,2032
857,Source1,4444,111,11140,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,2033
857,Source1,4444,111,11140,Renewal,2011-12-01,2011-12-01,2012-12-01,12,2011-12-01,2011-12-01,2012-12-01,2034
857,Source1,4444,111,11140,Renewal,2012-12-01,2012-12-01,2014-12-01,24,2012-12-01,2012-12-01,2014-12-01,2035
857,Source1,4444,111,11140,Renewal,2014-12-01,2014-12-01,2016-12-01,24,2014-12-01,2014-12-01,2016-12-01,2036
858,Source1,4444,111,11140,Application,2016-12-01,2016-12-01,2017-12-01,12,2016-12-01,2016-12-01,2017-12-01,2037
859,Source1,4444,111,11140,Application,2017-12-01,2017-12-01,2019-06-01,18,2017-12-01,2017-12-01,2019-06-01,2038
859,Source1,4444,111,11140,Renewal,2019-06-01,2019-06-01,2021-06-01,24,2019-06-01,2019-06-01,2021-06-01,2039
860,Source1,4444,111,11140,Application,2021-06-01,2021-06-01,2022-06-01,12,2021-06-01,2021-06-01,,2040
861,Source1,4444,111,11141,Application,2010-06-01,2010-06-01,2013-06-01,36,2010-06-01,2010-06-01,2013-06-01,2041
862,Source1,4444,111,11141,Application,2013-06-01,2013-06-01,2014-06-01,12,2013-06-01,2013-06-01,2014-06-01,2042
862,Source1,4444,111,11141,Renewal,2014-06-01,2014-06-01,2015-06-01,12,2014-06-01,2014-06-01,2015-06-01,2043
863,Source1,4444,111,11141,Application,2015-06-01,2015-06-01,2017-06-01,24,2015-06-01,2015-06-01,2017-06-01,2044
864,Source1,4444,111,11141,Application,2017-06-01,2017-06-01,2020-06-01,36,2017-06-01,2017-06-01,2020-06-01,2045
864,Source1,4444,111,11141,Renewal,2020-06-01,2020-06-01,2021-06-01,12,2020-06-01,2020-06-01,2021-06-01,2046
864,Source1,4444,111,11141,Renewal,2021-06-01,2021-06-01,2022-06-01,12,2021-06-01,2021-06-01,,2047
865,Source1,4444,111,11142,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,2048
865,Source1,4444,111,11142,Renewal,2011-12-01,2011-12-01,2013-12-01,24,2011-12-01,2011-12-01,2013-12-01,2049
865,Source1,4444,111,11142,Renewal,2013-12-01,2013-12-01,2014-12-01,12,2013-12-01,2013-12-01,2014-12-01,2050
866,Source1,4444,111,11142,Application,2014-12-01,2014-12-01,2015-12-01,12,2014-12-01,2014-12-01,2015-12-01,2051
866,Source1,4444,111,11142,Renewal,2015-12-01,2015-12-01,2016-12-01,12,2015-12-01,2015-12-01,2016-12-01,2052
866,Source1,4444,111,11142,Renewal,2016-12-01,2016-12-01,2017-12-01,12,2016-12-01,2016-12-01,2017-12-01,2053
866,Source1,4444,111,11142,Renewal,2017-12-01,2017-12-01,2018-12-01,12,2017-12-01,2017-12-01,2018-12-01,2054
866,Source1,4444,111,11142,Renewal,2018-12-01,2018-12-01,2020-12-01,24,2018-12-01,2018-12-01,2020-12-01,2055
866,Source1,4444,111,11142,Renewal,2020-12-01,2020-12-01,2021-12-01,12,2020-12-01,2020-12-01,,2056
866,Source1,4444,111,11142,Renewal,2021-12-01,2021-12-01,2022-06-01,6,2021-12-01,,,2057
867,Source1,4444,111,11143,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,2058
867,Source1,4444,111,11143,Renewal,2011-12-01,2011-12-01,2012-12-01,12,2011-12-01,2011-12-01,2012-12-01,2059
867,Source1,4444,111,11143,Renewal,2012-12-01,2012-12-01,2014-12-01,24,2012-12-01,2012-12-01,2014-12-01,2060
868,Source1,4444,111,11143,Application,2014-12-01,2014-12-01,2015-12-01,12,2014-12-01,2014-12-01,2015-12-01,2061
868,Source1,4444,111,11143,Renewal,2015-12-01,2015-12-01,2016-12-01,12,2015-12-01,2015-12-01,2016-12-01,2062
869,Source1,4444,111,11143,Application,2016-12-01,2016-12-01,2018-12-01,24,2016-12-01,2016-12-01,2018-12-01,2063
870,Source1,4444,111,11143,Application,2018-12-01,2018-12-01,2019-12-01,12,2018-12-01,2018-12-01,2019-12-01,2064
870,Source1,4444,111,11143,Renewal,2019-12-01,2019-12-01,2020-12-01,12,2019-12-01,2019-12-01,2020-12-01,2065
871,Source1,4444,111,11143,Application,2020-12-01,2020-12-01,2021-12-01,12,2020-12-01,2020-12-01,,2066
871,Source1,4444,111,11143,Renewal,2021-12-01,2021-12-01,2022-06-01,6,2021-12-01,,,2067
872,Source1,4444,111,11144,Application,2010-06-01,2010-06-01,2011-06-01,12,2010-06-01,2010-06-01,2011-06-01,2068
873,Source1,4444,111,11144,Application,2011-06-01,2011-06-01,2014-06-01,36,2011-06-01,2011-06-01,2014-06-01,2069
873,Source1,4444,111,11144,Renewal,2014-06-01,2014-06-01,2016-06-01,24,2014-06-01,2014-06-01,2016-06-01,2070
874,Source1,4444,111,11144,Application,2016-06-01,2016-06-01,2019-06-01,36,2016-06-01,2016-06-01,2019-06-01,2071
874,Source1,4444,111,11144,Renewal,2019-06-01,2019-06-01,2020-06-01,12,2019-06-01,2019-06-01,2020-06-01,2072
874,Source1,4444,111,11144,Renewal,2020-06-01,2020-06-01,2022-06-01,24,2020-06-01,2020-06-01,,2073
875,Source1,4444,111,11145,Application,2010-06-01,2010-06-01,2012-06-01,24,2010-06-01,2010-06-01,2012-06-01,2074
876,Source1,4444,111,11145,Application,2012-06-01,2012-06-01,2013-12-01,18,2012-06-01,2012-06-01,2013-12-01,2075
877,Source1,4444,111,11145,Application,2013-12-01,2013-12-01,2016-12-01,36,2013-12-01,2013-12-01,2016-12-01,2076
877,Source1,4444,111,11145,Renewal,2016-12-01,2016-12-01,2018-12-01,24,2016-12-01,2016-12-01,2018-12-01,2077
877,Source1,4444,111,11145,Renewal,2018-12-01,2018-12-01,2020-12-01,24,2018-12-01,2018-12-01,2020-12-01,2078
877,Source1,4444,111,11145,Renewal,2020-12-01,2020-12-01,2021-12-01,12,2020-12-01,2020-12-01,,2079
877,Source1,4444,111,11145,Renewal,2021-12-01,2021-12-01,2022-06-01,6,2021-12-01,,,2080
878,Source1,4444,111,11146,Application,2010-06-01,2010-06-01,2012-06-01,24,2010-06-01,2010-06-01,2012-06-01,2081
879,Source1,4444,111,11146,Application,2012-06-01,2012-06-01,2013-12-01,18,2012-06-01,2012-06-01,2013-12-01,2082
879,Source1,4444,111,11146,Renewal,2013-12-01,2013-12-01,2015-12-01,24,2013-12-01,2013-12-01,2015-12-01,2083
880,Source1,4444,111,11146,Application,2015-12-01,2015-12-01,2017-06-01,18,2015-12-01,2015-12-01,2017-06-01,2084
880,Source1,4444,111,11146,Renewal,2017-06-01,2017-06-01,2019-06-01,24,2017-06-01,2017-06-01,2019-06-01,2085
881,Source1,4444,111,11146,Application,2019-06-01,2019-06-01,2020-06-01,12,2019-06-01,2019-06-01,2020-06-01,2086
882,Source1,4444,111,11146,Application,2020-06-01,2020-06-01,2021-12-01,18,2020-06-01,2020-06-01,,2087
882,Source1,4444,111,11146,Renewal,2021-12-01,2021-12-01,2022-06-01,6,2021-12-01,,,2088
883,Source1,4444,111,11147,Application,2010-06-01,2010-06-01,2013-06-01,36,2010-06-01,2010-06-01,2013-06-01,2089
883,Source1,4444,111,11147,Renewal,2013-06-01,2013-06-01,2015-06-01,24,2013-06-01,2013-06-01,2015-06-01,2090
884,Source1,4444,111,11147,Application,2015-06-01,2015-06-01,2016-06-01,12,2015-06-01,2015-06-01,2016-06-01,2091
885,Source1,4444,111,11147,Application,2016-06-01,2016-06-01,2017-06-01,12,2016-06-01,2016-06-01,2017-06-01,2092
885,Source1,4444,111,11147,Renewal,2017-06-01,2017-06-01,2019-06-01,24,2017-06-01,2017-06-01,2019-06-01,2093
886,Source1,4444,111,11147,Application,2019-06-01,2019-06-01,2021-06-01,24,2019-06-01,2019-06-01,2021-06-01,2094
886,Source1,4444,111,11147,Renewal,2021-06-01,2021-06-01,2022-06-01,12,2021-06-01,2021-06-01,,2095
887,Source1,4444,111,11148,Application,2010-06-01,2010-06-01,2011-06-01,12,2010-06-01,2010-06-01,2011-06-01,2096
887,Source1,4444,111,11148,Renewal,2011-06-01,2011-06-01,2012-06-01,12,2011-06-01,2011-06-01,2012-06-01,2097
887,Source1,4444,111,11148,Renewal,2012-06-01,2012-06-01,2014-06-01,24,2012-06-01,2012-06-01,2014-06-01,2098
887,Source1,4444,111,11148,Renewal,2014-06-01,2014-06-01,2015-06-01,12,2014-06-01,2014-06-01,2015-06-01,2099
887,Source1,4444,111,11148,Renewal,2015-06-01,2015-06-01,2016-06-01,12,2015-06-01,2015-06-01,2016-06-01,2100
887,Source1,4444,111,11148,Renewal,2016-06-01,2016-06-01,2018-06-01,24,2016-06-01,2016-06-01,2018-06-01,2101
887,Source1,4444,111,11148,Renewal,2018-06-01,2018-06-01,2020-06-01,24,2018-06-01,2018-06-01,2020-06-01,2102
887,Source1,4444,111,11148,Renewal,2020-06-01,2020-06-01,2022-06-01,24,2020-06-01,2020-06-01,,2103
888,Source1,4444,111,11149,Application,2010-06-01,2010-06-01,2013-06-01,36,2010-06-01,2010-06-01,2013-06-01,2104
888,Source1,4444,111,11149,Renewal,2013-06-01,2013-06-01,2014-06-01,12,2013-06-01,2013-06-01,2014-06-01,2105
889,Source1,4444,111,11149,Application,2014-06-01,2014-06-01,2017-06-01,36,2014-06-01,2014-06-01,2017-06-01,2106
890,Source1,4444,111,11149,Application,2017-06-01,2017-06-01,2018-12-01,18,2017-06-01,2017-06-01,2018-12-01,2107
890,Source1,4444,111,11149,Renewal,2018-12-01,2018-12-01,2019-12-01,12,2018-12-01,2018-12-01,2019-12-01,2108
890,Source1,4444,111,11149,Renewal,2019-12-01,2019-12-01,2021-12-01,24,2019-12-01,2019-12-01,,2109
891,Source1,4444,111,11149,Application,2021-12-01,2021-12-01,2022-06-01,6,2021-12-01,,,2110
892,Source1,5555,111,1110,Application,2010-06-01,2010-06-01,2011-06-01,12,2010-06-01,2010-06-01,2011-06-01,2111
892,Source1,5555,111,1110,Renewal,2011-06-01,2011-06-01,2013-06-01,24,2011-06-01,2011-06-01,2013-06-01,2112
893,Source1,5555,111,1110,Application,2013-06-01,2013-06-01,2014-06-01,12,2013-06-01,2013-06-01,2014-06-01,2113
894,Source1,5555,111,1110,Application,2014-06-01,2014-06-01,2017-06-01,36,2014-06-01,2014-06-01,2017-06-01,2114
895,Source1,5555,111,1110,Application,2017-06-01,2017-06-01,2020-06-01,36,2017-06-01,2017-06-01,2020-06-01,2115
895,Source1,5555,111,1110,Renewal,2020-06-01,2020-06-01,2022-06-01,24,2020-06-01,2020-06-01,,2116
896,Source1,5555,111,1111,Application,2010-06-01,2010-06-01,2012-06-01,24,2010-06-01,2010-06-01,2012-06-01,2117
897,Source1,5555,111,1111,Application,2012-06-01,2012-06-01,2014-06-01,24,2012-06-01,2012-06-01,2014-06-01,2118
898,Source1,5555,111,1111,Application,2014-06-01,2014-06-01,2015-12-01,18,2014-06-01,2014-06-01,2015-12-01,2119
898,Source1,5555,111,1111,Renewal,2015-12-01,2015-12-01,2016-12-01,12,2015-12-01,2015-12-01,2016-12-01,2120
899,Source1,5555,111,1111,Application,2016-12-01,2016-12-01,2017-12-01,12,2016-12-01,2016-12-01,2017-12-01,2121
899,Source1,5555,111,1111,Renewal,2017-12-01,2017-12-01,2019-12-01,24,2017-12-01,2017-12-01,2019-12-01,2122
899,Source1,5555,111,1111,Renewal,2019-12-01,2019-12-01,2021-12-01,24,2019-12-01,2019-12-01,,2123
899,Source1,5555,111,1111,Renewal,2021-12-01,2021-12-01,2022-06-01,6,2021-12-01,,,2124
900,Source1,5555,111,1112,Application,2010-06-01,2010-06-01,2011-06-01,12,2010-06-01,2010-06-01,2011-06-01,2125
900,Source1,5555,111,1112,Renewal,2011-06-01,2011-06-01,2013-06-01,24,2011-06-01,2011-06-01,2013-06-01,2126
900,Source1,5555,111,1112,Renewal,2013-06-01,2013-06-01,2015-06-01,24,2013-06-01,2013-06-01,2015-06-01,2127
900,Source1,5555,111,1112,Renewal,2015-06-01,2015-06-01,2017-06-01,24,2015-06-01,2015-06-01,2017-06-01,2128
901,Source1,5555,111,1112,Application,2017-06-01,2017-06-01,2018-12-01,18,2017-06-01,2017-06-01,2018-12-01,2129
901,Source1,5555,111,1112,Renewal,2018-12-01,2018-12-01,2019-12-01,12,2018-12-01,2018-12-01,2019-12-01,2130
902,Source1,5555,111,1112,Application,2019-12-01,2019-12-01,2020-12-01,12,2019-12-01,2019-12-01,2020-12-01,2131
902,Source1,5555,111,1112,Renewal,2020-12-01,2020-12-01,2021-12-01,12,2020-12-01,2020-12-01,,2132
902,Source1,5555,111,1112,Renewal,2021-12-01,2021-12-01,2022-06-01,6,2021-12-01,,,2133
903,Source1,5555,111,1113,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,2134
904,Source1,5555,111,1113,Application,2011-12-01,2011-12-01,2013-12-01,24,2011-12-01,2011-12-01,2013-12-01,2135
904,Source1,5555,111,1113,Renewal,2013-12-01,2013-12-01,2015-12-01,24,2013-12-01,2013-12-01,2015-12-01,2136
905,Source1,5555,111,1113,Application,2015-12-01,2015-12-01,2016-12-01,12,2015-12-01,2015-12-01,2016-12-01,2137
905,Source1,5555,111,1113,Renewal,2016-12-01,2016-12-01,2017-12-01,12,2016-12-01,2016-12-01,2017-12-01,2138
905,Source1,5555,111,1113,Renewal,2017-12-01,2017-12-01,2018-12-01,12,2017-12-01,2017-12-01,2018-12-01,2139
906,Source1,5555,111,1113,Application,2018-12-01,2018-12-01,2020-06-01,18,2018-12-01,2018-12-01,2020-06-01,2140
906,Source1,5555,111,1113,Renewal,2020-06-01,2020-06-01,2021-06-01,12,2020-06-01,2020-06-01,2021-06-01,2141
906,Source1,5555,111,1113,Renewal,2021-06-01,2021-06-01,2022-06-01,12,2021-06-01,2021-06-01,,2142
907,Source1,5555,111,1114,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,2143
908,Source1,5555,111,1114,Application,2011-12-01,2011-12-01,2014-12-01,36,2011-12-01,2011-12-01,2014-12-01,2144
908,Source1,5555,111,1114,Renewal,2014-12-01,2014-12-01,2015-12-01,12,2014-12-01,2014-12-01,2015-12-01,2145
908,Source1,5555,111,1114,Renewal,2015-12-01,2015-12-01,2017-12-01,24,2015-12-01,2015-12-01,2017-12-01,2146
908,Source1,5555,111,1114,Renewal,2017-12-01,2017-12-01,2018-12-01,12,2017-12-01,2017-12-01,2018-12-01,2147
908,Source1,5555,111,1114,Renewal,2018-12-01,2018-12-01,2020-12-01,24,2018-12-01,2018-12-01,2020-12-01,2148
909,Source1,5555,111,1114,Application,2020-12-01,2020-12-01,2022-06-01,18,2020-12-01,2020-12-01,,2149
910,Source1,5555,111,1115,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,2150
910,Source1,5555,111,1115,Renewal,2011-12-01,2011-12-01,2013-12-01,24,2011-12-01,2011-12-01,2013-12-01,2151
910,Source1,5555,111,1115,Renewal,2013-12-01,2013-12-01,2014-12-01,12,2013-12-01,2013-12-01,2014-12-01,2152
910,Source1,5555,111,1115,Renewal,2014-12-01,2014-12-01,2016-12-01,24,2014-12-01,2014-12-01,2016-12-01,2153
910,Source1,5555,111,1115,Renewal,2016-12-01,2016-12-01,2018-12-01,24,2016-12-01,2016-12-01,2018-12-01,2154
911,Source1,5555,111,1115,Application,2018-12-01,2018-12-01,2020-06-01,18,2018-12-01,2018-12-01,2020-06-01,2155
912,Source1,5555,111,1115,Application,2020-06-01,2020-06-01,2022-06-01,24,2020-06-01,2020-06-01,,2156
913,Source1,5555,111,1116,Application,2010-06-01,2010-06-01,2012-06-01,24,2010-06-01,2010-06-01,2012-06-01,2157
914,Source1,5555,111,1116,Application,2012-06-01,2012-06-01,2015-06-01,36,2012-06-01,2012-06-01,2015-06-01,2158
915,Source1,5555,111,1116,Application,2015-06-01,2015-06-01,2018-06-01,36,2015-06-01,2015-06-01,2018-06-01,2159
916,Source1,5555,111,1116,Application,2018-06-01,2018-06-01,2019-06-01,12,2018-06-01,2018-06-01,2019-06-01,2160
916,Source1,5555,111,1116,Renewal,2019-06-01,2019-06-01,2021-06-01,24,2019-06-01,2019-06-01,2021-06-01,2161
916,Source1,5555,111,1116,Renewal,2021-06-01,2021-06-01,2022-06-01,12,2021-06-01,2021-06-01,,2162
917,Source1,5555,111,1117,Application,2010-06-01,2010-06-01,2011-06-01,12,2010-06-01,2010-06-01,2011-06-01,2163
917,Source1,5555,111,1117,Renewal,2011-06-01,2011-06-01,2012-06-01,12,2011-06-01,2011-06-01,2012-06-01,2164
917,Source1,5555,111,1117,Renewal,2012-06-01,2012-06-01,2013-06-01,12,2012-06-01,2012-06-01,2013-06-01,2165
917,Source1,5555,111,1117,Renewal,2013-06-01,2013-06-01,2014-06-01,12,2013-06-01,2013-06-01,2014-06-01,2166
918,Source1,5555,111,1117,Application,2014-06-01,2014-06-01,2016-06-01,24,2014-06-01,2014-06-01,2016-06-01,2167
918,Source1,5555,111,1117,Renewal,2016-06-01,2016-06-01,2018-06-01,24,2016-06-01,2016-06-01,2018-06-01,2168
919,Source1,5555,111,1117,Application,2018-06-01,2018-06-01,2021-06-01,36,2018-06-01,2018-06-01,2021-06-01,2169
919,Source1,5555,111,1117,Renewal,2021-06-01,2021-06-01,2022-06-01,12,2021-06-01,2021-06-01,,2170
920,Source1,5555,111,1118,Application,2010-06-01,2010-06-01,2013-06-01,36,2010-06-01,2010-06-01,2013-06-01,2171
921,Source1,5555,111,1118,Application,2013-06-01,2013-06-01,2014-12-01,18,2013-06-01,2013-06-01,2014-12-01,2172
921,Source1,5555,111,1118,Renewal,2014-12-01,2014-12-01,2015-12-01,12,2014-12-01,2014-12-01,2015-12-01,2173
922,Source1,5555,111,1118,Application,2015-12-01,2015-12-01,2017-12-01,24,2015-12-01,2015-12-01,2017-12-01,2174
922,Source1,5555,111,1118,Renewal,2017-12-01,2017-12-01,2019-12-01,24,2017-12-01,2017-12-01,2019-12-01,2175
923,Source1,5555,111,1118,Application,2019-12-01,2019-12-01,2021-12-01,24,2019-12-01,2019-12-01,,2176
923,Source1,5555,111,1118,Renewal,2021-12-01,2021-12-01,2022-06-01,6,2021-12-01,,,2177
924,Source1,5555,111,1119,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,2178
924,Source1,5555,111,1119,Renewal,2011-12-01,2011-12-01,2012-12-01,12,2011-12-01,2011-12-01,2012-12-01,2179
924,Source1,5555,111,1119,Renewal,2012-12-01,2012-12-01,2013-12-01,12,2012-12-01,2012-12-01,2013-12-01,2180
924,Source1,5555,111,1119,Renewal,2013-12-01,2013-12-01,2014-12-01,12,2013-12-01,2013-12-01,2014-12-01,2181
925,Source1,5555,111,1119,Application,2014-12-01,2014-12-01,2015-12-01,12,2014-12-01,2014-12-01,2015-12-01,2182
925,Source1,5555,111,1119,Renewal,2015-12-01,2015-12-01,2016-12-01,12,2015-12-01,2015-12-01,2016-12-01,2183
925,Source1,5555,111,1119,Renewal,2016-12-01,2016-12-01,2017-12-01,12,2016-12-01,2016-12-01,2017-12-01,2184
925,Source1,5555,111,1119,Renewal,2017-12-01,2017-12-01,2018-12-01,12,2017-12-01,2017-12-01,2018-12-01,2185
925,Source1,5555,111,1119,Renewal,2018-12-01,2018-12-01,2019-12-01,12,2018-12-01,2018-12-01,2019-12-01,2186
925,Source1,5555,111,1119,Renewal,2019-12-01,2019-12-01,2020-12-01,12,2019-12-01,2019-12-01,2020-12-01,2187
925,Source1,5555,111,1119,Renewal,2020-12-01,2020-12-01,2021-12-01,12,2020-12-01,2020-12-01,,2188
925,Source1,5555,111,1119,Renewal,2021-12-01,2021-12-01,2022-06-01,6,2021-12-01,,,2189
926,Source1,5555,111,11110,Application,2010-06-01,2010-06-01,2011-06-01,12,2010-06-01,2010-06-01,2011-06-01,2190
927,Source1,5555,111,11110,Application,2011-06-01,2011-06-01,2012-12-01,18,2011-06-01,2011-06-01,2012-12-01,2191
927,Source1,5555,111,11110,Renewal,2012-12-01,2012-12-01,2014-12-01,24,2012-12-01,2012-12-01,2014-12-01,2192
928,Source1,5555,111,11110,Application,2014-12-01,2014-12-01,2016-12-01,24,2014-12-01,2014-12-01,2016-12-01,2193
929,Source1,5555,111,11110,Application,2016-12-01,2016-12-01,2017-12-01,12,2016-12-01,2016-12-01,2017-12-01,2194
929,Source1,5555,111,11110,Renewal,2017-12-01,2017-12-01,2018-12-01,12,2017-12-01,2017-12-01,2018-12-01,2195
929,Source1,5555,111,11110,Renewal,2018-12-01,2018-12-01,2019-12-01,12,2018-12-01,2018-12-01,2019-12-01,2196
929,Source1,5555,111,11110,Renewal,2019-12-01,2019-12-01,2021-12-01,24,2019-12-01,2019-12-01,,2197
929,Source1,5555,111,11110,Renewal,2021-12-01,2021-12-01,2022-06-01,6,2021-12-01,,,2198
930,Source1,5555,111,11111,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,2199
930,Source1,5555,111,11111,Renewal,2011-12-01,2011-12-01,2013-12-01,24,2011-12-01,2011-12-01,2013-12-01,2200
931,Source1,5555,111,11111,Application,2013-12-01,2013-12-01,2015-06-01,18,2013-12-01,2013-12-01,2015-06-01,2201
931,Source1,5555,111,11111,Renewal,2015-06-01,2015-06-01,2017-06-01,24,2015-06-01,2015-06-01,2017-06-01,2202
931,Source1,5555,111,11111,Renewal,2017-06-01,2017-06-01,2019-06-01,24,2017-06-01,2017-06-01,2019-06-01,2203
931,Source1,5555,111,11111,Renewal,2019-06-01,2019-06-01,2020-06-01,12,2019-06-01,2019-06-01,2020-06-01,2204
931,Source1,5555,111,11111,Renewal,2020-06-01,2020-06-01,2022-06-01,24,2020-06-01,2020-06-01,,2205
932,Source1,5555,111,11112,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,2206
933,Source1,5555,111,11112,Application,2011-12-01,2011-12-01,2012-12-01,12,2011-12-01,2011-12-01,2012-12-01,2207
934,Source1,5555,111,11112,Application,2012-12-01,2012-12-01,2015-12-01,36,2012-12-01,2012-12-01,2015-12-01,2208
934,Source1,5555,111,11112,Renewal,2015-12-01,2015-12-01,2016-12-01,12,2015-12-01,2015-12-01,2016-12-01,2209
935,Source1,5555,111,11112,Application,2016-12-01,2016-12-01,2018-06-01,18,2016-12-01,2016-12-01,2018-06-01,2210
935,Source1,5555,111,11112,Renewal,2018-06-01,2018-06-01,2020-06-01,24,2018-06-01,2018-06-01,2020-06-01,2211
935,Source1,5555,111,11112,Renewal,2020-06-01,2020-06-01,2022-06-01,24,2020-06-01,2020-06-01,,2212
936,Source1,5555,111,11113,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,2213
936,Source1,5555,111,11113,Renewal,2011-12-01,2011-12-01,2012-12-01,12,2011-12-01,2011-12-01,2012-12-01,2214
936,Source1,5555,111,11113,Renewal,2012-12-01,2012-12-01,2013-12-01,12,2012-12-01,2012-12-01,2013-12-01,2215
936,Source1,5555,111,11113,Renewal,2013-12-01,2013-12-01,2014-12-01,12,2013-12-01,2013-12-01,2014-12-01,2216
937,Source1,5555,111,11113,Application,2014-12-01,2014-12-01,2016-12-01,24,2014-12-01,2014-12-01,2016-12-01,2217
937,Source1,5555,111,11113,Renewal,2016-12-01,2016-12-01,2017-12-01,12,2016-12-01,2016-12-01,2017-12-01,2218
937,Source1,5555,111,11113,Renewal,2017-12-01,2017-12-01,2018-12-01,12,2017-12-01,2017-12-01,2018-12-01,2219
937,Source1,5555,111,11113,Renewal,2018-12-01,2018-12-01,2020-12-01,24,2018-12-01,2018-12-01,2020-12-01,2220
937,Source1,5555,111,11113,Renewal,2020-12-01,2020-12-01,2022-06-01,18,2020-12-01,2020-12-01,,2221
938,Source1,5555,111,11114,Application,2010-06-01,2010-06-01,2011-06-01,12,2010-06-01,2010-06-01,2011-06-01,2222
938,Source1,5555,111,11114,Renewal,2011-06-01,2011-06-01,2013-06-01,24,2011-06-01,2011-06-01,2013-06-01,2223
938,Source1,5555,111,11114,Renewal,2013-06-01,2013-06-01,2014-06-01,12,2013-06-01,2013-06-01,2014-06-01,2224
938,Source1,5555,111,11114,Renewal,2014-06-01,2014-06-01,2015-06-01,12,2014-06-01,2014-06-01,2015-06-01,2225
938,Source1,5555,111,11114,Renewal,2015-06-01,2015-06-01,2016-06-01,12,2015-06-01,2015-06-01,2016-06-01,2226
939,Source1,5555,111,11114,Application,2016-06-01,2016-06-01,2017-12-01,18,2016-06-01,2016-06-01,2017-12-01,2227
939,Source1,5555,111,11114,Renewal,2017-12-01,2017-12-01,2018-12-01,12,2017-12-01,2017-12-01,2018-12-01,2228
939,Source1,5555,111,11114,Renewal,2018-12-01,2018-12-01,2019-12-01,12,2018-12-01,2018-12-01,2019-12-01,2229
940,Source1,5555,111,11114,Application,2019-12-01,2019-12-01,2021-06-01,18,2019-12-01,2019-12-01,2021-06-01,2230
940,Source1,5555,111,11114,Renewal,2021-06-01,2021-06-01,2022-06-01,12,2021-06-01,2021-06-01,,2231
941,Source1,5555,111,11115,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,2232
941,Source1,5555,111,11115,Renewal,2011-12-01,2011-12-01,2012-12-01,12,2011-12-01,2011-12-01,2012-12-01,2233
941,Source1,5555,111,11115,Renewal,2012-12-01,2012-12-01,2014-12-01,24,2012-12-01,2012-12-01,2014-12-01,2234
942,Source1,5555,111,11115,Application,2014-12-01,2014-12-01,2016-12-01,24,2014-12-01,2014-12-01,2016-12-01,2235
943,Source1,5555,111,11115,Application,2016-12-01,2016-12-01,2018-06-01,18,2016-12-01,2016-12-01,2018-06-01,2236
943,Source1,5555,111,11115,Renewal,2018-06-01,2018-06-01,2019-06-01,12,2018-06-01,2018-06-01,2019-06-01,2237
943,Source1,5555,111,11115,Renewal,2019-06-01,2019-06-01,2021-06-01,24,2019-06-01,2019-06-01,2021-06-01,2238
943,Source1,5555,111,11115,Renewal,2021-06-01,2021-06-01,2022-06-01,12,2021-06-01,2021-06-01,,2239
944,Source1,5555,111,11116,Application,2010-06-01,2010-06-01,2012-06-01,24,2010-06-01,2010-06-01,2012-06-01,2240
945,Source1,5555,111,11116,Application,2012-06-01,2012-06-01,2013-12-01,18,2012-06-01,2012-06-01,2013-12-01,2241
945,Source1,5555,111,11116,Renewal,2013-12-01,2013-12-01,2015-12-01,24,2013-12-01,2013-12-01,2015-12-01,2242
946,Source1,5555,111,11116,Application,2015-12-01,2015-12-01,2017-12-01,24,2015-12-01,2015-12-01,2017-12-01,2243
947,Source1,5555,111,11116,Application,2017-12-01,2017-12-01,2018-12-01,12,2017-12-01,2017-12-01,2018-12-01,2244
947,Source1,5555,111,11116,Renewal,2018-12-01,2018-12-01,2020-12-01,24,2018-12-01,2018-12-01,2020-12-01,2245
947,Source1,5555,111,11116,Renewal,2020-12-01,2020-12-01,2022-06-01,18,2020-12-01,2020-12-01,,2246
948,Source1,5555,111,11117,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,2247
